"id","idade","genero","estado_civil","renda_familiar","frequencia_cinema","cenario","preco_pequena","preco_media","preco_grande","escolha","valor_gasto","satisfacao","recompra"
224,"46+","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
225,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
226,"36-45","Feminino","Outros","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
227,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
228,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
229,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
230,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
231,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
232,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
233,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
234,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
235,"46+","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
236,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
237,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
238,"36-45","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
239,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
240,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
241,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
242,"26-35","Feminino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
243,"18-25","Masculino","Solteiro","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
244,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
245,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
246,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
247,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
248,"18-25","Feminino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
249,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
250,"46+","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
251,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
252,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
253,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
254,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
255,"18-25","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
256,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
257,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
258,"26-35","Masculino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
259,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
260,"26-35","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
261,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
262,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
263,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
264,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
265,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
266,"18-25","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
267,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
268,"18-25","Feminino","Outros","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
269,"46+","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
270,"36-45","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
271,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
272,"36-45","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
273,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
274,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
275,"36-45","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
276,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
277,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
278,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
279,"26-35","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
280,"18-25","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
281,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
282,"18-25","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
283,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
284,"46+","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
285,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
286,"18-25","Masculino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
287,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
288,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
289,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
290,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
291,"36-45","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
292,"26-35","Feminino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
293,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
294,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
295,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
296,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
297,"36-45","Masculino","Outros","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
298,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
299,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
300,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
301,"26-35","Feminino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
302,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
303,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
304,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
305,"36-45","Masculino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
306,"46+","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
307,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
308,"18-25","Masculino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
309,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
310,"18-25","Masculino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
311,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
312,"46+","Masculino","Casado","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
313,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
314,"18-25","Masculino","Outros","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
315,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
316,"46+","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
317,"18-25","Feminino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
318,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
319,"46+","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
320,"46+","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
321,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
322,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
323,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
324,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
325,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
326,"46+","Masculino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
327,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
328,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
329,"26-35","Masculino","Solteiro","5-10 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
330,"36-45","Masculino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
331,"46+","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
332,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
333,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
334,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
335,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
336,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
337,"26-35","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
338,"18-25","Feminino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
339,"36-45","Masculino","Outros","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
340,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
341,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
342,"18-25","Masculino","Casado","Acima 10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
343,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
344,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
345,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
346,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
347,"46+","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
348,"18-25","Masculino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
349,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
350,"46+","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
351,"18-25","Masculino","Solteiro","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
352,"26-35","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
353,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
354,"18-25","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
355,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
356,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
357,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
358,"46+","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
359,"26-35","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
360,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
361,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
362,"26-35","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
363,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
364,"46+","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
365,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
366,"26-35","Feminino","Solteiro","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
367,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
368,"46+","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
369,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
370,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
371,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
372,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
373,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
374,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
375,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
376,"46+","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
377,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
378,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
379,"18-25","Feminino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
380,"36-45","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
381,"26-35","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
382,"26-35","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
383,"18-25","Masculino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
384,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
385,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
386,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
387,"18-25","Masculino","Solteiro","Acima 10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
388,"46+","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
389,"18-25","Feminino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
390,"18-25","Masculino","Casado","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
391,"36-45","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
392,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
393,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
394,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
395,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
396,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
397,"46+","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
398,"46+","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
399,"26-35","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
400,"18-25","Masculino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
401,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
402,"26-35","Feminino","Outros","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
403,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
404,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
405,"36-45","Masculino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
406,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
407,"46+","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
408,"18-25","Feminino","Casado","Acima 10 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
409,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
410,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
411,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
412,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
413,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
414,"26-35","Feminino","Casado","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
415,"18-25","Masculino","Outros","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
416,"18-25","Masculino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
